date,gross_return,transaction_cost,net_return,turnover,cumulative_gross,cumulative_net,drawdown
2022-11-21,-0.0100835472214679,0.0,-0.0100835472214679,0.0,0.0986627708880421,0.08041098983430794,-0.21346513999644645
2022-11-22,0.0015626555071983,0.0,0.0015626555071983,0.0,0.10037960231752407,0.08209930001761023,-0.21223605696585834
2022-11-23,0.0006641928715938,0.0,0.0006641928715938,0.0,0.10111046660543055,0.08281802265903848,-0.21171282977039652
2022-11-25,0.0039617787178066,0.0,0.0039617787178066,0.0,0.10547282261798197,0.08710790805646651,-0.2085898104358609
2022-11-28,0.002181878773999,0.0,0.002181878773999,0.0,0.10788483030488472,0.08947984572610124,-0.2068630493417245
2022-11-29,-0.0021187398767964,0.0,-0.0021187398767964,0.0,0.1055375105360199,0.08717152133199524,-0.20854350022684498
2022-11-30,0.0095908746722617,0.0,0.0095908746722617,0.0,0.11614058224505519,0.0975984471403426,-0.20095274012897357
2022-12-01,0.0064517907998248,0.0,0.0064517907998248,0.0,0.12334168778489474,0.10467992270350446,-0.19579745436911267
2022-12-02,0.002310887387451,0.0,0.002310887387451,0.0,0.1259376039229949,0.10723271360405051,-0.19393903284945813
2022-12-05,0.0003789615610363,0.0006451612903225,-0.0002661997292862,1.290322580645161,0.12636429099500712,0.10693796855543236,-0.19415360606070176
2022-12-06,-0.0046824597062679,0.0,-0.0046824597062679,0.0,0.12109013558784398,0.10175477612033346,-0.19792694932976385
2022-12-07,0.0012477706175226,0.0,0.0012477706175226,0.0,0.12248899891862508,0.10312951335769172,-0.1969261461440307
2022-12-08,0.0011080671758606,0.0,0.0011080671758606,0.0,0.12373279213359134,0.10435185496216648,-0.19603628636678094
2022-12-09,0.004483885653957,0.0,0.004483885653957,0.0,0.12877148147912032,0.10930364240155233,-0.19243140500491884
2022-12-12,0.0201930310697305,0.0,0.0201930310697305,0.0,0.151564799075254,0.13170384531833212,-0.1761241472752446
2022-12-13,-0.0037331765742341,0.0,-0.0037331765742341,0.0,0.14726580434363368,0.12747899503401916,-0.1791998213087137
2022-12-14,-0.0005062263391269,0.0,-0.0005062263391269,0.0,0.14668502817549522,0.1269082354699207,-0.17961533197832724
2022-12-15,-0.0096582919813745,0.0,-0.0096582919813745,0.0,0.13561000936270573,0.11602422669553669,-0.18753884663912357
2022-12-16,0.0019480413168365,0.0,0.0019480413168365,0.0,0.1378222245807572,0.11819828799973009,-0.18595613874405192
2022-12-19,-0.004960477322665,0.0,-0.004960477322665,0.0,0.1321780832385,0.11265149074986458,-0.18999418485746666
2022-12-20,0.001558977974441,0.0,0.001558977974441,0.0,0.13394312393341368,0.11438608991717247,-0.1887314036324904
2022-12-21,0.00199356710615,0.0,0.00199356710615,0.0,0.13620371564553224,0.11660769336958232,-0.18711408524451978
2022-12-22,-0.0062229384294566,0.0,-0.0062229384294566,0.0,0.1291331898797503,0.10965911244388571,-0.19217262424221582
2022-12-23,-0.0064475485959304,0.0,-0.0064475485959304,0.0,0.12185304876672265,0.10250453139148674,-0.19738113050453698
2022-12-27,-0.0044416822928224,0.0,-0.0044416822928224,0.0,0.11687013394486678,0.09760755653664877,-0.20094610852506012
2022-12-28,0.0082604530936457,0.0,0.0082604530936457,0.0,0.12609598729801208,0.10667429227265068,-0.1943455613352364
2022-12-29,-0.0054361603831341,0.0,-0.0054361603831341,0.0,0.1199743489042564,0.10065823332796509,-0.19872522807720194
2022-12-30,0.0037014625074182,0.0,0.0037014625074182,0.0,0.1241198919659956,0.10473227851210964,-0.19575933955078972
2023-01-03,0.0028494719546687,0.0,0.0028494719546687,0.0,0.12732304007183792,0.10788018215714734,-0.19346767834403533
2023-01-04,0.0091203628839001,0.0005961538461538,0.0085242090377462,1.192307692307692,0.13760463528467448,0.11732398441863112,-0.18659262823854117
2023-01-05,-0.0056954529750734,0.0,-0.0056954529750734,0.0,0.13112546158018512,0.11096031820745322,-0.19122535167398658
2023-01-06,0.00496366756361,0.0,0.00496366756361,0.0,0.1367399923442041,0.1164747559033974,-0.1872108631858207
2023-01-09,0.0013041508862737,0.0,0.0013041508862737,0.0,0.1382224728126824,0.11793080744581097,-0.18615086351269083
2023-01-10,0.005643015748678,0.0,0.005643015748678,0.0,0.14464548015226364,0.1242393085981599,-0.18155830001844508
2023-01-11,-0.0093664421173883,0.0,-0.0093664421173883,0.0,0.1339242245174872,0.11370918618808257,-0.1892241868277792
2023-01-12,0.0007108218836417,0.0,0.0007108218836417,0.0,0.1347302426706658,0.11450083504963793,-0.18864786963704894
2023-01-13,0.0021559775748153,0.0,0.0021559775748153,0.0,0.13717669562732837,0.11690367385711786,-0.18689861263870777
2023-01-17,0.0018463764650064,0.0,0.0018463764650064,0.0,0.13927635191468823,0.1189658985142068,-0.1853973213734198
2023-01-18,0.0006859460647223,0.0,0.0006859460647223,0.0,0.14005783404491545,0.11973344876885128,-0.1848385478717035
2023-01-19,-0.0008232016629119,0.0,-0.0008232016629119,0.0,0.139119336540114,0.11881168233180661,-0.1855095901346373
2023-01-20,0.0031284602730337,0.0,0.0031284602730337,0.0,0.14268302613072414,0.12231184023298769,-0.18296148924460653
2023-01-23,0.0002049271523672,0.0,0.0002049271523672,0.0,0.14291719290932736,0.12254183240247452,-0.18279405586922315
2023-01-24,-0.0021140823296784,0.0,-0.0021140823296784,0.0,0.1405009718675121,0.12016868655026758,-0.18452169651541828
2023-01-25,0.0039463352375104,0.0,0.0039463352375104,0.0,0.1450017710412077,0.12458924770995661,-0.18130354575095187
2023-01-26,0.0019911312873542,0.0,0.0019911312873542,0.0,0.14728161989160382,0.126828452546494,-0.17967341362605072
2023-01-27,0.0037091087650772,0.0,0.0037091087650772,0.0,0.15153701220395566,0.13100798183657258,-0.17663073309430521
2023-01-30,-0.0024327416901312,0.0,-0.0024327416901312,0.0,0.14873562010663788,0.12825653156728767,-0.17863377783627943
2023-01-31,0.0043155013961849,0.0,0.0043155013961849,0.0,0.15369299027905536,0.13312552420452106,-0.17508917075775277
2023-02-01,0.0115127629284515,0.0,0.0115127629284515,0.0,0.16697518416835444,0.14617092973286505,-0.16559216794357434
2023-02-02,0.0001906866853618,0.0003035714285714,-0.0001128847432096,0.6071428571428572,0.16719771079812307,0.14604154452178797,-0.16568635985742808
2023-02-03,0.0010074791962284,0.0,0.0010074791962284,0.0,0.1683736382096377,0.1471961575359071,-0.16484580622185485
2023-02-06,-0.0022163470277538,0.0,-0.0022163470277538,0.0,0.16578411676928595,0.14465357274190183,-0.16669679773695112
2023-02-07,0.0002955464395675,0.0,0.0002955464395675,0.0,0.1661286601143015,0.14499187102986388,-0.16645051794244214
2023-02-08,-0.0003195467744399,0.0,-0.0003195467744399,0.0,0.16575602746237994,0.1446259925707163,-0.1667168759907698
2023-02-09,-0.0097392746682058,0.0,-0.0097392746682058,0.0,0.1544024093148073,0.13347816563670234,-0.17483244921187624
2023-02-10,-0.0033690563924696,0.0,-0.0033690563924696,0.0,0.150513162498223,0.12965941377703927,-0.17761248522371753
2023-02-13,-0.0014457975863477,0.0,-0.0014457975863477,0.0,0.14884975334482187,0.12802615492320557,-0.17880149110762344
2023-02-14,0.0046916241056638,0.0,0.0046916241056638,0.0,0.15423972454140045,0.13331842962346263,-0.17494873638776876
2023-02-15,0.0012104174338685,0.0,0.0012104174338685,0.0,0.155636836426849,0.13469021800880343,-0.17395007995445722
2023-02-16,-0.006369680764609,0.0,-0.006369680764609,0.0,0.14827579869898733,0.1274626035533628,-0.17921175424077807
2023-02-17,-0.0078346267089692,0.0,-0.0078346267089692,0.0,0.1392794864572373,0.11862935492619964,-0.18564232375341128
2023-02-21,-7.154130727638755e-05,0.0,-7.154130727638755e-05,0.0,0.13919798091342295,0.11854932671979057,-0.1857005839661604
2023-02-22,0.0016283822817416,0.0,0.0016283822817416,0.0,0.1410530307209381,0.12037075262467511,-0.18437459322505834
2023-02-23,-0.0069866902772025,0.0,-0.0069866902772025,0.0,0.13308084660542785,0.11254306918045032,-0.19007311532441218
2023-02-24,-0.0001765440096539,0.0,-0.0001765440096539,0.0,0.13288080796950608,0.11234665636610441,-0.19021610306415937
2023-02-27,0.0026255780255026,0.0,0.0026255780255026,0.0,0.13585527492442462,0.11526720930380052,-0.18808995225895875
2023-02-28,0.0033937607209827,0.0,0.0033937607209827,0.0,0.1397100959411841,0.11905215935213564,-0.18533452382996418
2023-03-01,-0.0080607510247843,0.0,-0.0080607510247843,0.0,0.13052317661736912,0.11003175851185087,-0.19190133940185816
2023-03-02,0.003904438316901,0.0,0.003904438316901,0.0,0.13493723462629847,0.1143658090427615,-0.18874616802758237
2023-03-03,0.0029527066698431,0.0004821428571428,0.0024705638127002,0.9642857142857142,0.13828837136883299,0.117118920884693,-0.1867419136673969
2023-03-06,0.0001604525505647,0.0,0.0001604525505647,0.0,0.13847101264129735,0.11729816546483307,-0.18661142433317746
2023-03-07,-0.0005355804423549,0.0,-0.0005355804423549,0.0,0.1378612698327386,0.11669976241913105,-0.18704705934633958
2023-03-08,0.0013676730757344,0.0,0.0013676730757344,0.0,0.13941749205540988,0.11822704261787065,-0.18593520549756848
2023-03-09,0.004832354299012,0.0,0.004832354299012,0.0,0.14492356107151338,0.12363071187453678,-0.18200135598818012
2023-03-10,0.0038270306076932,0.0,0.0038270306076932,0.0,0.14930521858320334,0.12793088100062477,-0.17887085014049542
2023-03-13,-0.0004491848645317,0.0,-0.0004491848645317,0.0,0.14878896807428843,0.1274242315206413,-0.17923968892643816
2023-03-14,0.0060981909910047,0.0,0.0060981909910047,0.0,0.15579450260996475,0.13429947981234092,-0.17423453579167503
2023-03-15,-0.0006886940655677,0.0,-0.0006886940655677,0.0,0.1549985137950014,0.1335182944920177,-0.17480323556642607
2023-03-16,0.0047069105444738,0.0,0.0047069105444738,0.0,0.16043498847843463,0.13885366370471597,-0.17091910821464806
2023-03-17,0.0004423719603233,0.0,0.0004423719603233,0.0,0.16094833237911543,0.13935746063245036,-0.17055234607528247
2023-03-20,-0.0018842661872515,0.0,-0.0018842661872515,0.0,0.15876079669126741,0.13721060789418793,-0.17211524624366792
2023-03-21,0.0096539474821486,0.0,0.0096539474821486,0.0,0.1699474125668976,0.14818917937894072,-0.16412289030963267
2023-03-22,0.0084964301322641,0.0,0.0084964301322641,0.0,0.1798877890161954,0.15794468852015542,-0.15702091884798974
2023-03-23,0.0092499073906664,0.0,0.0092499073906664,0.0,0.19080164179597348,0.16865556965248096,-0.14922344041506452
2023-03-24,-0.0086941355058613,0.0,-0.0086941355058613,0.0,0.18044865096159723,0.1584951197702429,-0.15662020710930635
2023-03-27,0.0021273097706955,0.0,0.0021273097706955,0.0,0.1829598309105922,0.1609595977578333,-0.1548260770354828
2023-03-28,-0.0005117662612704,0.0,-0.0005117662612704,0.0,0.182354431980694,0.1603654578050029,-0.1552586085341615
2023-03-29,0.0027195367868125,0.0,0.0027195367868125,0.0,0.18556988835351618,0.16352111435365013,-0.1529613032447269
2023-03-30,0.0020667736705708,0.0,0.0020667736705708,0.0,0.1880201929833869,0.1659258491579496,-0.15121066596831845
2023-03-31,-0.0074526608981223,0.0002708333333333,-0.0077234942314556,0.5416666666666666,0.17916628134495993,0.15692082758767323,-0.1577662854934332
2023-04-03,-0.0008011959261792,0.0,-0.0008011959261792,0.0,0.1782215381240584,0.155993907333698,-0.1584410797143867
2023-04-04,-0.0025412234483393,0.0,-0.0025412234483393,0.0,0.17522741392403907,0.15305626851024434,-0.16057966897577547
2023-04-05,-0.0068104714209166,0.0,-0.0068104714209166,0.0,0.16722356120843163,0.1452034117468466,-0.16629651715035232
2023-04-06,2.81641812773098e-05,0.0,2.81641812773098e-05,0.0,0.1672564351044008,0.14523566546333444,-0.1662730365743298
2023-04-10,0.0061781863076294,0.0,0.0061781863076294,0.0,0.17446796282925514,0.15231114477070884,-0.16112211606459192
2023-04-11,0.0024977504402591,0.0,0.0024977504402591,0.0,0.17740149070048195,0.15518933043987526,-0.15902680846066863
2023-04-12,0.0044438217667036,0.0,0.0044438217667036,0.0,0.18263365307300594,0.16032278593114757,-0.15528967348689215
2023-04-13,-0.0007703671122638,0.0,-0.0007703671122638,0.0,0.18172259100082222,0.15942891141725601,-0.1559404105418274
2023-04-14,0.0043692611145199,0.0,0.0043692611145199,0.0,0.18688584556583177,0.16449475907496147,-0.1522524937992702
2023-04-17,0.0010576246971928,0.0,0.0010576246971928,0.0,0.18814112534885075,0.16572635749191056,-0.1513558950997288
2023-04-18,0.0015995591966702,0.0,0.0015995591966702,0.0,0.1900416274128447,0.1675910058078376,-0.14999843861703566
2023-04-19,-2.2223469105297827e-05,0.0,-2.2223469105297827e-05,0.0,0.19001518055950384,0.16756505788519238,-0.15001732860047456
2023-04-20,0.004042400158146,0.0,0.004042400158146,0.0,0.19482569811359385,0.17228482305983328,-0.14658135851518772
2023-04-21,0.0010323815392976,0.0,0.0010323815392976,0.0,0.19605921410700478,0.17349506826995897,-0.1457003048644263
2023-04-24,0.0002414217333634,0.0,0.0002414217333634,0.0,0.19634796879567995,0.17377837548343433,-0.14549405835121476
2023-04-25,0.0042015605517329,0.0,0.0042015605517329,0.0,0.20137449722751777,0.1787100764023426,-0.1419037998955619
2023-04-26,-0.0023888140285396,0.0,-0.0023888140285396,0.0,0.19850463697501097,0.17589435723625169,-0.14395363213620782
2023-04-27,5.872198685296249e-05,0.0,5.872198685296249e-05,0.0,0.19857501554854662,0.1759634080892376,-0.14390336339264875
2023-04-28,0.0039759653303138,0.0,0.0039759653303138,0.0,0.2033405082561479,0.18063899782951798,-0.14049955284609972
2023-05-01,-0.0048927033389355,0.0003125,-0.0052052033389355,0.625,0.19745292013352667,0.1744935317759384,-0.14497342744344177
2023-05-02,0.0084022117383228,0.0,0.0084022117383228,0.0,0.20751417311516152,0.18436187511521052,-0.13778931313892906
2023-05-03,0.0202392376109001,0.0,0.0202392376109001,0.0,0.23195333938336904,0.2083324565229585,-0.1203388261768904
2023-05-04,-0.0223667574334772,0.0,-0.0223667574334772,0.0,0.204398537872019,0.18130597756891187,-0.1400139942754397
2023-05-05,-0.0053957497955234,0.0,-0.0053957497955234,0.0,0.19789990470756735,0.1749319460819938,-0.144654263589981
2023-05-08,0.000558692079785,0.0,0.000558692079785,0.0,0.1985691618967027,0.17558837125455629,-0.1441763887015708
2023-05-09,-0.0024438548873014,0.0,-0.0024438548873014,0.0,0.19564003279263265,0.1727154038680112,-0.1462678974167103
2023-05-10,0.0018937334893386,0.0,0.0018937334893386,0.0,0.19790425636392595,0.1749362143017792,-0.14465115634312498
2023-05-11,-0.0032121392285781,0.0,-0.0032121392285781,0.0,0.19405642110997867,0.1711621555967433,-0.1473986559179542
2023-05-12,-0.0011520668899867,0.0,-0.0011520668899867,0.0,0.19268078824244195,0.1698128984544749,-0.14838090969682927
