universe_name,security_id,ticker,membership_start_date,membership_end_date,as_of_date,source,version,inclusion_reason,exclusion_reason
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AIBZ,AIBZ,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AIFF,AIFF,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AIIO,AIIO,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AIMD,AIMD,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AIOS,AIOS,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AIOT,AIOT,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AIP,AIP,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AIRG,AIRG,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AIRJ,AIRJ,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AIRO,AIRO,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AIRS,AIRS,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AISP,AISP,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AKAM,AKAM,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AKAN,AKAN,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AKBA,AKBA,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AKTS,AKTS,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALAB,ALAB,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALCO,ALCO,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALDX,ALDX,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALEC,ALEC,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALGM,ALGM,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALGN,ALGN,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALGS,ALGS,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALGT,ALGT,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALHC,ALHC,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALKS,ALKS,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALKT,ALKT,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALLO,ALLO,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALLT,ALLT,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALM,ALM,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALMR,ALMR,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALMS,ALMS,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALMU,ALMU,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALNT,ALNT,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALNY,ALNY,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALOT,ALOT,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALOY,ALOY,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALRM,ALRM,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALRS,ALRS,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALT,ALT,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALTI,ALTI,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALTO,ALTO,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALVO,ALVO,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:ALXO,ALXO,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AMAL,AMAL,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AMAT,AMAT,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AMBA,AMBA,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AMCX,AMCX,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AMD,AMD,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AMGN,AMGN,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AMKR,AMKR,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AMLX,AMLX,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AMPG,AMPG,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AMPH,AMPH,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
US_ALL_COMMON_RESEARCH,CURRENT_LISTED:AMPL,AMPL,2026-06-23,,2026-06-23,YFINANCE_PUBLIC_FALLBACK,universe_foundation_v1_20260623,included_by_config_filters,
